floor_category,yearmon,sales_date,flat_lease_status,floor,project_name,area_sqft,unit_price_psf,type_of_sale,property_type,completion_status,postal_district,planning_region,planning_area
"1-10 floor",201901,2019-01-29,Non-Freehold,1,"CANBERRA RESIDENCES",950,835,Resale,"Executive Condominium",Completed,27,"North Region",Sembawang
NULL,201901,2019-01-29,Non-Freehold,NULL,N.A.,8750,1948,Resale,"Detached House",Completed,4,"Central Region","Southern Islands"
"1-10 floor",201901,2019-01-29,Non-Freehold,1,"PARC ROSEWOOD",500,1285,Resale,"Executive Condominium",Completed,25,"North Region",Woodlands
"1-10 floor",201901,2019-01-29,Freehold,9,ECOVILLE,1200,1250,Resale,"Non-landed Properties",Completed,12,"Central Region",Novena
"11-20 floor",201901,2019-01-29,Non-Freehold,14,"PARK COLONIAL",850,1709,"New Sale","Executive Condominium",Uncompleted,13,"Central Region","Toa Payoh"
"1-10 floor",201901,2019-01-29,Non-Freehold,8,"URBAN VISTA",450,1473,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"11-20 floor",201901,2019-01-29,Freehold,17,"AMBER SKYE",1200,2055,Resale,"Non-landed Properties",Completed,15,"Central Region","Marine Parade"
"1-10 floor",201901,2019-01-29,Non-Freehold,8,WATERTOWN,600,1244,"Sub Sale","Non-landed Properties",Completed,19,"North East Region",Punggol
NULL,201901,2019-01-29,Non-Freehold,NULL,"SERANGOON GARDEN ESTATE",2900,1029,Resale,"Terrace House",Completed,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-29,Freehold,3,"GLENDALE PARK",1050,1147,Resale,"Executive Condominium",Completed,23,"West Region","Bukit Batok"
"1-10 floor",201901,2019-01-29,Freehold,2,"PALM VISTA",850,1219,Resale,"Non-landed Properties",Completed,15,"East Region",Bedok
NULL,201901,2019-01-29,Non-Freehold,NULL,"AFFINITY AT SERANGOON",2050,1109,"New Sale","Terrace House",Uncompleted,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-29,Non-Freehold,3,"SELETAR PARK RESIDENCE",600,1239,Resale,"Executive Condominium",Completed,28,"North East Region",Serangoon
NULL,201901,2019-01-29,Freehold,NULL,"THE SILVER SPURZ",2650,680,Resale,"Terrace House",Completed,19,"North East Region",Serangoon
"21 - 30 floor",201901,2019-01-30,Non-Freehold,21,"NEPTUNE COURT",1650,998,Resale,"Non-landed Properties",Completed,15,"East Region",Bedok
"1-10 floor",201901,2019-01-30,Non-Freehold,8,"THE CANOPY",850,849,Resale,"Executive Condominium",Completed,27,"North Region",Yishun
"11-20 floor",201901,2019-01-30,Non-Freehold,13,"THE BAYSHORE",1200,971,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"1-10 floor",201901,2019-01-30,Non-Freehold,3,"RIPPLE BAY",500,1166,Resale,"Executive Condominium",Completed,18,"East Region","Pasir Ris"
"1-10 floor",201901,2019-01-30,Non-Freehold,2,"AFFINITY AT SERANGOON",450,1480,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-30,Freehold,1,CLYDESVIEW,2100,1221,Resale,"Executive Condominium",Completed,3,"Central Region",Tanglin
"11-20 floor",201901,2019-01-30,Non-Freehold,10,PRIVE,800,1017,Resale,"Executive Condominium",Completed,19,"North East Region",Punggol
"1-10 floor",201901,2019-01-30,Freehold,4,"448@EAST COAST",650,1231,Resale,"Non-landed Properties",Completed,15,"East Region",Bedok
"21 - 30 floor",201901,2019-01-30,Freehold,24,"ARDMORE PARK",2900,3397,Resale,"Executive Condominium",Completed,10,"Central Region",Newton
"1-10 floor",201901,2019-01-30,Non-Freehold,7,"AQUARIUS BY THE PARK",1200,949,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"31 - 50 floor",201901,2019-01-30,Non-Freehold,36,"V ON SHENTON",1750,2061,"New Sale","Non-landed Properties",Completed,1,"Central Region","Downtown Core"
"11-20 floor",201901,2019-01-30,Freehold,15,"ONE ST MICHAEL'S",1250,1350,Resale,"Executive Condominium",Completed,12,"Central Region",Kallang
"1-10 floor",201901,2019-01-30,Freehold,2,"WILKIE 80",600,1464,Resale,"Non-landed Properties",Completed,9,"Central Region",Rochor
"1-10 floor",201901,2019-01-30,Non-Freehold,3,"FOREST WOODS",950,1651,"New Sale","Executive Condominium",Uncompleted,19,"North East Region",Serangoon
"21 - 30 floor",201901,2019-01-30,Non-Freehold,22,"PARC BOTANNIA",500,1395,"New Sale","Executive Condominium",Uncompleted,28,"North East Region",Sengkang
"11-20 floor",201901,2019-01-30,Non-Freehold,17,"PARC BOTANNIA",500,1384,"New Sale","Executive Condominium",Uncompleted,28,"North East Region",Sengkang
"1-10 floor",201901,2019-01-30,Non-Freehold,6,"THE HILLFORD",400,1205,Resale,"Non-landed Properties",Completed,21,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-30,Freehold,2,"PALM OASIS",900,1190,Resale,"Non-landed Properties",Completed,15,"East Region",Bedok
"1-10 floor",201901,2019-01-30,Non-Freehold,4,"WHISTLER GRAND",500,1391,"New Sale","Non-landed Properties",Uncompleted,5,"West Region",Clementi
"21 - 30 floor",201901,2019-01-30,Freehold,24,"ARDMORE PARK",2900,3432,Resale,"Executive Condominium",Completed,10,"Central Region",Newton
"1-10 floor",201901,2019-01-30,Freehold,2,"10 SHELFORD",450,1765,Resale,"Non-landed Properties",Completed,11,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-30,Non-Freehold,5,"AFFINITY AT SERANGOON",750,1510,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-30,Freehold,7,HARBOURLIGHTS,750,1503,Resale,"Non-landed Properties",Completed,4,"Central Region","Bukit Merah"
"1-10 floor",201901,2019-01-30,Non-Freehold,4,"THE BAYSHORE",1250,921,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
NULL,201901,2019-01-30,Non-Freehold,NULL,"LOYANG VILLAS",1600,966,Resale,"Terrace House",Completed,17,"East Region","Pasir Ris"
"11-20 floor",201901,2019-01-30,Non-Freehold,10,"RIVERBANK @ FERNVALE",1000,1107,Resale,"Executive Condominium",Completed,28,"North East Region",Sengkang
"1-10 floor",201901,2019-01-30,Non-Freehold,9,"RIVERVALE CREST",950,787,Resale,"Non-landed Properties",Completed,19,"North East Region",Sengkang
"1-10 floor",201901,2019-01-30,Non-Freehold,1,"MI CASA",1250,874,Resale,"Executive Condominium",Completed,23,"West Region","Choa Chu Kang"
"11-20 floor",201901,2019-01-30,Non-Freehold,16,"PARC OASIS",1250,1002,Resale,"Executive Condominium",Completed,22,"West Region","Jurong East"
"1-10 floor",201901,2019-01-30,Freehold,3,"SOMMERVILLE PARK",1850,1571,Resale,"Executive Condominium",Completed,10,"Central Region",Tanglin
"11-20 floor",201901,2019-01-30,Freehold,18,"LEONIE TOWERS",2900,1755,Resale,"Non-landed Properties",Completed,9,"Central Region","River Valley"
NULL,201901,2019-01-30,Non-Freehold,NULL,"HILLCREST VILLA",3150,955,Resale,"Terrace House",Completed,11,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-30,Non-Freehold,4,"AFFINITY AT SERANGOON",600,1472,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-30,Non-Freehold,5,"FOURTH AVENUE RESIDENCES",1100,2464,"New Sale","Non-landed Properties",Uncompleted,10,"Central Region","Bukit Timah"
"11-20 floor",201901,2019-01-30,Freehold,16,"DEVONSHIRE RESIDENCES",500,2424,Resale,"Non-landed Properties",Completed,9,"Central Region","River Valley"
"1-10 floor",201901,2019-01-30,Non-Freehold,5,"AFFINITY AT SERANGOON",450,1499,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-30,Non-Freehold,4,"WHISTLER GRAND",1450,1263,"New Sale","Non-landed Properties",Uncompleted,5,"West Region",Clementi
"31 - 50 floor",201901,2019-01-30,Non-Freehold,35,"QUEENS PEAK",1000,1830,"New Sale","Executive Condominium",Uncompleted,3,"Central Region",Queenstown
"21 - 30 floor",201901,2019-01-30,Freehold,20,"THE PRINCETON",1950,1310,Resale,"Non-landed Properties",Completed,10,"Central Region",Tanglin
"1-10 floor",201901,2019-01-30,Non-Freehold,9,"SKIES MILTONIA",950,1020,Resale,"Executive Condominium",Completed,27,"North Region",Yishun
"1-10 floor",201901,2019-01-30,Freehold,7,ALESSANDREA,1000,1573,Resale,"Non-landed Properties",Completed,3,"Central Region","Bukit Merah"
"1-10 floor",201901,2019-01-30,Non-Freehold,4,"MAYFAIR GARDENS",550,1972,"New Sale","Executive Condominium",Uncompleted,21,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-30,Freehold,9,TRILIVE,900,1747,Resale,"Executive Condominium",Completed,19,"North East Region",Hougang
"11-20 floor",201901,2019-01-30,Non-Freehold,10,D'LEEDON,2450,1514,Resale,"Executive Condominium",Completed,10,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-30,Non-Freehold,1,"PARC ROSEWOOD",950,898,Resale,"Executive Condominium",Completed,25,"North Region",Woodlands
"1-10 floor",201901,2019-01-30,Non-Freehold,3,EUHABITAT,500,1277,Resale,"Executive Condominium",Completed,14,"East Region",Bedok
"1-10 floor",201901,2019-01-30,Non-Freehold,4,"THE LINEAR",1300,952,Resale,"Non-landed Properties",Completed,23,"West Region","Bukit Panjang"
"1-10 floor",201901,2019-01-30,Non-Freehold,1,"THE JOVELL",1250,1205,"New Sale","Executive Condominium",Uncompleted,17,"East Region","Pasir Ris"
"51 - 99 floor",201901,2019-01-30,Non-Freehold,52,"V ON SHENTON",3900,2573,"New Sale","Non-landed Properties",Completed,1,"Central Region","Downtown Core"
"1-10 floor",201901,2019-01-30,Freehold,4,"ESTELLA GARDENS",1150,848,Resale,"Executive Condominium",Completed,17,"East Region","Pasir Ris"
"1-10 floor",201901,2019-01-31,Non-Freehold,3,"HEDGES PARK CONDOMINIUM",1350,922,Resale,"Executive Condominium",Completed,17,"East Region","Pasir Ris"
"11-20 floor",201901,2019-01-31,Non-Freehold,13,LIVIA,1550,858,Resale,"Executive Condominium",Completed,18,"East Region","Pasir Ris"
"1-10 floor",201901,2019-01-31,Non-Freehold,3,"THE BAYSHORE",950,864,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"1-10 floor",201901,2019-01-31,Freehold,3,"TAIPAN JADE",1150,1108,Resale,"Non-landed Properties",Completed,15,"Central Region",Geylang
"11-20 floor",201901,2019-01-31,Non-Freehold,15,"PARC CENTROS",450,1426,Resale,"Executive Condominium",Completed,19,"North East Region",Punggol
"1-10 floor",201901,2019-01-31,Non-Freehold,3,"FAR HORIZON GARDENS",1950,749,Resale,"Executive Condominium",Completed,20,"North East Region","Ang Mo Kio"
"1-10 floor",201901,2019-01-31,Non-Freehold,3,"AFFINITY AT SERANGOON",600,1438,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-31,Freehold,6,"LLOYD SIXTYFIVE",600,2852,Resale,"Non-landed Properties",Completed,9,"Central Region","River Valley"
"1-10 floor",201901,2019-01-31,Non-Freehold,3,"THE BERTH BY THE COVE",1650,1319,Resale,"Executive Condominium",Completed,4,"Central Region","Southern Islands"
"1-10 floor",201901,2019-01-31,Non-Freehold,8,"THE LAKEFRONT RESIDENCES",700,1525,Resale,"Executive Condominium",Completed,22,"West Region","Jurong West"
"1-10 floor",201901,2019-01-31,Freehold,3,"EAST GALLERIA",1150,1389,Resale,"Non-landed Properties",Completed,15,"Central Region","Marine Parade"
"1-10 floor",201901,2019-01-31,Freehold,8,"LLOYD SIXTYFIVE",600,2941,Resale,"Non-landed Properties",Completed,9,"Central Region","River Valley"
"11-20 floor",201901,2019-01-31,Non-Freehold,18,"TANGLIN VIEW",1700,1169,Resale,"Executive Condominium",Completed,3,"Central Region","Bukit Merah"
"11-20 floor",201901,2019-01-31,Freehold,11,"TRELLIS TOWERS",1150,1358,Resale,"Executive Condominium",Completed,12,"Central Region","Toa Payoh"
"1-10 floor",201901,2019-01-31,Non-Freehold,2,"SAVANNAH CONDOPARK",1000,863,Resale,"Executive Condominium",Completed,18,"East Region",Tampines
"1-10 floor",201901,2019-01-31,Freehold,7,"ARENA RESIDENCES",600,1787,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-31,Non-Freehold,4,"AFFINITY AT SERANGOON",600,1441,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Serangoon
"11-20 floor",201901,2019-01-31,Non-Freehold,17,"COSTA DEL SOL",1250,1309,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"1-10 floor",201901,2019-01-31,Freehold,4,"MARTIN PLACE RESIDENCES",600,2233,Resale,"Executive Condominium",Completed,9,"Central Region","River Valley"
NULL,201901,2019-01-31,Freehold,NULL,N.A.,3550,1148,Resale,"Semi-Detached House",Completed,15,"East Region",Bedok
"1-10 floor",201901,2019-01-31,Non-Freehold,8,GARDENVISTA,1150,1363,Resale,"Executive Condominium",Completed,21,"Central Region","Bukit Timah"
"11-20 floor",201901,2019-01-31,Freehold,13,"18 WOODSVILLE",500,1626,Resale,"Non-landed Properties",Completed,13,"Central Region","Toa Payoh"
"1-10 floor",201901,2019-01-31,Non-Freehold,3,"ESPARINA RESIDENCES",850,1080,Resale,"Executive Condominium",Completed,19,"North East Region",Sengkang
"11-20 floor",201901,2019-01-31,Non-Freehold,15,NORTHOAKS,2500,442,Resale,"Executive Condominium",Completed,25,"North Region",Woodlands
"11-20 floor",201901,2019-01-31,Freehold,10,"THE PEAK @ CAIRNHILL II",900,2688,Resale,"Non-landed Properties",Completed,9,"Central Region",Newton
"11-20 floor",201901,2019-01-31,Non-Freehold,16,"PARC ESTA",1000,1656,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"11-20 floor",201901,2019-01-31,Non-Freehold,10,"BISHAN POINT",1200,1088,Resale,"Executive Condominium",Completed,20,"Central Region",Bishan
NULL,201901,2019-01-31,Non-Freehold,NULL,"SERANGOON GARDEN ESTATE",3150,1131,Resale,"Terrace House",Completed,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-31,Freehold,4,"JUBILEE RESIDENCE",850,1204,Resale,"Non-landed Properties",Completed,5,"Central Region",Queenstown
"11-20 floor",201901,2019-01-31,Freehold,16,"8 SAINT THOMAS",800,3214,Resale,"Executive Condominium",Completed,9,"Central Region","River Valley"
"1-10 floor",201901,2019-01-31,Freehold,5,"LE REGAL",700,1038,Resale,"Non-landed Properties",Completed,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-31,Non-Freehold,4,"MANDARIN GARDENS",1800,887,Resale,"Executive Condominium",Completed,15,"East Region",Bedok
"1-10 floor",201901,2019-01-31,Non-Freehold,9,"THE CLEARWATER",1000,976,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"1-10 floor",201901,2019-01-31,Freehold,5,"THE STERLING",750,1816,Resale,"Executive Condominium",Completed,21,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-31,Non-Freehold,8,"BARTLEY RESIDENCES",1000,1428,Resale,"Non-landed Properties",Completed,19,"North East Region",Serangoon
